event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
285,trades,1782283460747,1782283461128032325,0.381115,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,81,13.02216,0.03255,13.05471,6.2104,2.102072330284683756279788741,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1352,2,same_touch_stable_enough,real_bbo_history_touch_stability,6683,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
286,trades,1782283460817,1782283461203733086,0.38681,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,82,13.02244,0.03255,13.05499,6.2104,2.102117415947442998840654386,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1422,2,same_touch_stable_enough,real_bbo_history_touch_stability,6753,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
287,trades,1782283460875,1782283461203972721,0.329048,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,85,13.06344,0.03255,13.09599,6.2104,2.108719245137189230967409507,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1480,2,same_touch_stable_enough,real_bbo_history_touch_stability,6811,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
288,trades,1782283461016,1782283461432468128,0.416552,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,81,12.94331,0.03255,12.97586,6.2104,2.089375885611232770836017004,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1621,2,same_touch_stable_enough,real_bbo_history_touch_stability,6952,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
289,trades,1782283461150,1782283461479301476,0.329393,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,90,13.48465,0.03255,13.5172,6.2104,2.176542573747262656189617416,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1755,2,same_touch_stable_enough,real_bbo_history_touch_stability,7086,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
290,trades,1782283461218,1782283461479594680,0.261685,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,93,13.04329,0.31548,13.35877,6.2104,2.151032139636738374339817081,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1823,2,same_touch_stable_enough,real_bbo_history_touch_stability,7154,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
291,trades,1782283461349,1782283461539086979,0.19017,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,97,13.29145,0.58436,13.87581,6.2104,2.234286036326162566018291897,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,1954,2,same_touch_stable_enough,real_bbo_history_touch_stability,7285,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
292,trades,1782283461544,1782283461778179036,0.234292,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,104,13.37815,2.6991,16.07725,6.2104,2.588762398557258791704238052,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,2149,2,same_touch_stable_enough,real_bbo_history_touch_stability,7480,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
293,trades,1782283462025,1782283462282858857,0.257986,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,101,12.8215,2.69976,15.52126,6.2104,2.499236764137575679505345871,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,2630,2,same_touch_stable_enough,real_bbo_history_touch_stability,7961,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
294,trades,1782283462862,1782283463040731133,0.178867,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,93,9.24364,6.08873,15.33237,6.2104,2.468821653999742367641375757,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,3467,2,same_touch_stable_enough,real_bbo_history_touch_stability,8798,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
295,trades,1782283463887,1782283464104950281,0.218202,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,95,2.43544,9.44515,11.88059,6.2104,1.913015264717248486409893083,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,4492,2,same_touch_stable_enough,real_bbo_history_touch_stability,9823,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
296,trades,1782283464021,1782283464312547981,0.29168,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,93,2.19498,9.44603,11.64101,6.2104,1.874438039417750869509210357,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,11,53833,4626,2,same_touch_stable_enough,real_bbo_history_touch_stability,9957,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
297,trades,1782283464419,1782283464611434618,0.192525,buy,62787,62787,62788,1,0.005,6.2054,21,1241.08,76,1.27423,8.89422,10.16845,6.2104,1.637326098157928635836661085,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,11,53833,5024,2,last_l2_too_old,real_bbo_history_stale,10355,1782283454064,0.0009,6.2054,6.2045,1,21,20,not_reset,history_present_no_reset,block,last_l2_too_old,last_l2_too_old,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
298,l2Book,1782283464821,1782283465130853211,0.309991,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,65,0.00088,0,0.00088,12.57948,0.00006995519687618248131083319819,touched_quote_without_depletion,,0.00022,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59259,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
299,trades,1782283465006,1782283465203021198,0.197098,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,66,0.01702,0,0.01702,12.57948,0.001352997103218892990807251174,touched_quote_without_depletion,,0.00425,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59259,185,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,185,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
300,trades,1782283465759,1782283466206792281,0.447961,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,66,0.01718,0,0.01718,12.57948,0.001365716229923653441954675392,touched_quote_without_depletion,,0.00429,False,missing_same_side_strict_through_support,11,54014,938,1,same_touch_stable_enough,real_bbo_history_touch_stability,938,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
301,trades,1782283466097,1782283466366859784,0.269944,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,61,3.40626,0,3.40626,12.57948,0.2707790783084833395339076019,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54014,1276,1,same_touch_stable_enough,real_bbo_history_touch_stability,1276,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
302,trades,1782283467125,1782283467322247092,0.197385,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,10,6.79446,0,6.79446,12.57948,0.5401224851901668431445496952,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54014,2304,1,same_touch_stable_enough,real_bbo_history_touch_stability,2304,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
303,trades,1782283468267,1782283468470234582,0.203369,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,31,10.16756,0,10.16756,12.57948,0.808265524489088579178153628,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54014,3446,1,same_touch_stable_enough,real_bbo_history_touch_stability,3446,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
304,trades,1782283468973,1782283469161239716,0.188329,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,31,10.1674,0,10.1674,12.57948,0.8082528053623838187270062038,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54014,4152,1,same_touch_stable_enough,real_bbo_history_touch_stability,4152,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
305,trades,1782283469041,1782283469297479623,0.256539,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,32,10.1674,0,10.1674,12.57948,0.8082528053623838187270062038,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,11,54014,4220,1,same_touch_stable_enough,real_bbo_history_touch_stability,4220,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
306,trades,1782283469308,1782283469519384810,0.211541,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,59,7.23866,2.9289,10.16756,12.57948,0.808265524489088579178153628,strict_trade_through_seen_but_visible_top_not_depleted,,0.002,False,outside_quality_a_b_queue_bands,11,54014,4487,1,same_touch_stable_enough,real_bbo_history_touch_stability,4487,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,outside_quality_a_b_queue_bands,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
307,trades,1782283469858,1782283470047935663,0.190035,buy,62775,62775,62776,1,0.005,12.57448,44,2514.896,60,7.23866,2.9289,10.16756,12.57948,0.808265524489088579178153628,strict_trade_through_seen_but_visible_top_not_depleted,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,11,54014,5037,1,last_l2_too_old,real_bbo_history_stale,5037,1782283464821,,12.57448,,,44,,missing,no_prior_same_touch_bbo,block,last_l2_too_old,last_l2_too_old,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
308,l2Book,1782283470193,1782283470520693838,0.327794,buy,62770,62770,62771,1,0.005,5.62221,34,1124.442,58,1.52027,0,1.52027,5.62721,0.2701640777578942317773816865,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,12,59386,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1782283470193,,5.62221,,,34,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
