join_seq,timestamp_clock_policy,hyperliquid_decision_ts,binance_source_found,binance_source_age_ms,binance_source_age_bucket,cross_exchange_future_join,cross_exchange_missing_binance_join,binance_lead_quality,hyperliquid_lag_quality,joined_row_quality,basis_mid_px,basis_mid_ticks,basis_microprice_px,basis_contract_caveat,lead_lag_statistical_conclusion,binance_feature_seq,binance_source_raw_seq,binance_event_type,binance_local_ts,binance_exch_ts,binance_last_u,binance_prev_u,binance_sync_aligned,binance_sync_gap,binance_startup_excluded,binance_first_valid_update_aligned,binance_best_bid_px,binance_best_ask_px,binance_mid_px,binance_spread_ticks,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,binance_top5_bid_qty,binance_top5_ask_qty,binance_top5_imbalance,binance_top5_microprice_px,binance_microprice_minus_mid_ticks,binance_mid_move_ticks_from_prev,binance_rolling_abs_mid_move_ticks_5,binance_rolling_rv_ticks_20,binance_bookticker_u,binance_bookticker_local_ts,binance_bookticker_depth_age_ms,binance_bookticker_depth_age_bucket,binance_bookticker_bbo_match,binance_trade_pressure_status,binance_trade_pressure_bucket,hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
2642,local_controller_capture_ts_ns,1780379627038146252,true,6.158949,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.35,-233.5,-23.34637645,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49326,758241,depthUpdate,1780379627031987303,1780379626973000000,10685891047471,10685891046131,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.5,70350.2|70350.3|70350.4|70350.5|70350.6,3.466|0.339|0.428|0.1|0.003,3.742|0.003|0.002|0.002|0.001,4.336,3.75,0.07247094,70350.15362355,0.03623547,0,0,0,10685891022189,1780379626634259709,397.727594,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2642,1780379627038146252,4868,1780379626786927663,1780379626482000000,251.218589,watch_250ms_to_stale_limit,false,false,false,BTC,70373,70374,70373.5,10,70373.0|70372.0|70371.0|70370.0|70369.0,70374.0|70375.0|70376.0|70377.0|70378.0,9.72948|4.12452|2.70401|1.60618|3.05657,3.05387|1.06726|0.0742|1.32728|0.81437,29|10|4|7|3,11|1|2|6|2,21.22076,6.33698,0.54009436,70373.77004718,2.70047181,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2643,local_controller_capture_ts_ns,1780379627538146252,true,22.808004,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.35,-233.5,-23.31629375,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49344,758284,depthUpdate,1780379627515338248,1780379627457000000,10685891076376,10685891074803,True,False,False,,70350.1,70350.2,70350.15,1,70350.1|70350|70349.9|70349.8|70349.6,70350.2|70350.3|70350.4|70350.5|70350.6,5.115|0.412|0.428|0.1|0.043,1.18|0.002|0.002|0.002|0.001,6.098,1.187,0.67412491,70350.18370625,0.33706246,0,0,0,10685891075457,1780379627502034916,13.303332,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2643,1780379627538146252,4869,1780379627417971777,1780379627003000000,120.174475,warm_50_250ms,false,false,false,BTC,70373,70374,70373.5,10,70373.0|70372.0|70371.0|70370.0|70369.0,70374.0|70375.0|70376.0|70377.0|70378.0,5.35565|3.69773|0.72002|1.60618|1.34937,3.16626|1.06741|0.0742|0.05037|1.52562,28|9|3|7|2,13|2|2|4|3,12.72895,5.88386,0.36776231,70373.68388115,1.83881155,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2644,local_controller_capture_ts_ns,1780379628038146252,true,21.751172,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.51001348,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49363,758669,depthUpdate,1780379628016395080,1780379627958000000,10685891139709,10685891137002,True,False,False,,70352.9,70353,70352.95,1,70352.9|70352.8|70352.7|70352.6|70352.5,70353|70353.1|70353.2|70353.3|70353.5,17.895|0.005|0.006|0.004|0.117,0.063|0.009|1.023|0.91|0.001,18.027,2.006,0.79973044,70352.98998652,0.39986522,0,0,5.7293106,10685891136219,1780379627979336405,37.058675,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2644,1780379628038146252,4870,1780379627831949326,1780379627507000000,206.196926,warm_50_250ms,false,false,false,BTC,70373,70374,70373.5,10,70373.0|70372.0|70371.0|70370.0|70369.0,70374.0|70375.0|70376.0|70377.0|70378.0,5.35565|1.99059|0.46522|3.31336|2.41638,0.79583|1.06741|0.0742|0.93046|0.81437,28|8|3|8|3,7|2|2|7|2,13.5412,3.68227,0.57241253,70373.78620626,2.86206264,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2645,local_controller_capture_ts_ns,1780379628538146252,true,20.697312,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.35,-203.5,-20.31854046,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49382,758866,depthUpdate,1780379628517448940,1780379628460000000,10685891172468,10685891170559,True,False,False,,70353.1,70353.2,70353.15,1,70353.1|70353|70352.9|70352.8|70352.6,70353.2|70353.3|70353.4|70353.5|70353.6,13.182|0.08|1.311|0.002|0.003,2.399|0.912|0.001|0.001|0.005,14.578,3.318,0.62919088,70353.18145954,0.31459544,0,0,0.4472136,10685891171273,1780379628497704732,19.744208,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2645,1780379628538146252,4870,1780379627831949326,1780379627507000000,706.196926,watch_250ms_to_stale_limit,false,false,false,BTC,70373,70374,70373.5,10,70373.0|70372.0|70371.0|70370.0|70369.0,70374.0|70375.0|70376.0|70377.0|70378.0,5.35565|1.99059|0.46522|3.31336|2.41638,0.79583|1.06741|0.0742|0.93046|0.81437,28|8|3|8|3,7|2|2|7|2,13.5412,3.68227,0.57241253,70373.78620626,2.86206264,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2646,local_controller_capture_ts_ns,1780379629038146252,true,2.749244,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.35,-223.5,-22.31823578,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49401,758895,depthUpdate,1780379629035397008,1780379628977000000,10685891200993,10685891200004,True,False,False,,70353.1,70353.2,70353.15,1,70353.1|70353|70352.9|70352.8|70352.6,70353.2|70353.3|70353.4|70353.5|70353.6,13.232|0.401|1.239|0.002|0.003,2.399|0.912|0.001|0.001|0.005,14.877,3.318,0.63528442,70353.18176422,0.31764221,0,0,0,10685891192441,1780379628870931832,164.465176,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2646,1780379629038146252,4875,1780379629013561267,1780379628621000000,24.584985,fresh_0_50ms,false,false,false,BTC,70375,70376,70375.5,10,70375.0|70374.0|70373.0|70372.0|70371.0,70376.0|70377.0|70378.0|70379.0|70380.0,38.03479|34.73646|9.19883|3.96066|7.00995,0.09658|0.0524|0.33799|0.06768|1.70116,171|162|37|12|7,4|5|1|2|4,92.94069,2.25581,0.95260729,70375.97630365,4.76303646,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2647,local_controller_capture_ts_ns,1780379629538146252,true,20.667182,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.35,-223.5,-22.3919398,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49419,759063,depthUpdate,1780379629517479070,1780379629460000000,10685891283677,10685891270246,True,False,False,,70353.1,70353.2,70353.15,1,70353.1|70353|70352.9|70352.1|70352,70353.2|70353.3|70353.4|70353.5|70353.6,0.635|0.003|0.082|0.002|0.001,7.255|0.984|0.001|0.002|0.005,0.723,8.247,-0.83879599,70353.1080602,-0.41939799,0,0,0,10685891281685,1780379629514763978,2.715092,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2647,1780379629538146252,4877,1780379629520437023,1780379629166000000,17.709229,fresh_0_50ms,false,false,false,BTC,70375,70376,70375.5,10,70375.0|70374.0|70373.0|70372.0|70371.0,70376.0|70377.0|70378.0|70379.0|70380.0,33.77796|5.03563|2.42764|5.02762|7.00995,0.01062|0.00037|0.00498|1.43862|1.70133,99|22|14|13|7,3|2|2|5|5,53.2788,3.15592,0.88815679,70375.9440784,4.44078397,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2648,local_controller_capture_ts_ns,1780379630038146252,true,10.778913,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-22.35,-223.5,-22.39296763,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49438,759149,depthUpdate,1780379630027367339,1780379629969000000,10685891345941,10685891344132,True,False,False,,70353.1,70353.2,70353.15,1,70353.1|70353|70352.8|70352.7|70352.2,70353.2|70353.3|70353.4|70353.5|70353.6,0.534|0.001|0.002|0.002|0.002,6.16|0.984|0.001|0.002|0.005,0.541,7.152,-0.85935266,70353.10703237,-0.42967633,0,0,0,10685891341911,1780379629976673521,50.693818,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2648,1780379630038146252,4877,1780379629520437023,1780379629166000000,517.709229,watch_250ms_to_stale_limit,false,false,false,BTC,70375,70376,70375.5,10,70375.0|70374.0|70373.0|70372.0|70371.0,70376.0|70377.0|70378.0|70379.0|70380.0,33.77796|5.03563|2.42764|5.02762|7.00995,0.01062|0.00037|0.00498|1.43862|1.70133,99|22|14|13|7,3|2|2|5|5,53.2788,3.15592,0.88815679,70375.9440784,4.44078397,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2649,local_controller_capture_ts_ns,1780379630538146252,true,6.97775,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-32.55,-325.5,-32.587582,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49457,760536,depthUpdate,1780379630531168502,1780379630470000000,10685891458554,10685891447121,True,False,False,,70342.9,70343,70342.95,1,70342.9|70342.8|70342.7|70342.5|70342.2,70343|70343.1|70343.2|70343.4|70343.5,1.868|0.003|0.001|0.001|0.001,13.087|0.121|0.003|0.005|0.001,1.874,13.217,-0.75164005,70342.912418,-0.37582003,-72,14.4,17.44133022,10685891458554,1780379630528894710,2.273792,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2649,1780379630538146252,4878,1780379630082155770,1780379629715000000,455.990482,watch_250ms_to_stale_limit,false,false,false,BTC,70375,70376,70375.5,10,70375.0|70374.0|70373.0|70372.0|70371.0,70376.0|70377.0|70378.0|70379.0|70380.0,11.61688|1.05113|0.35225|3.25605|0.51662,3.52508|0.00039|0.71711|4.57122|4.90509,53|10|3|8|3,19|2|3|8|9,16.79293,13.71889,0.10074915,70375.55037458,0.50374576,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2650,local_controller_capture_ts_ns,1780379631038146252,true,12.833136,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-45.95,-459.5,-45.9805084,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49476,762469,depthUpdate,1780379631025313116,1780379630966000000,10685891595578,10685891593880,True,False,False,,70329.5,70329.6,70329.55,1,70329.5|70329.4|70329.3|70329.2|70329.1,70329.6|70329.7|70329.8|70329.9|70330,2.256|0.002|0.001|0.002|0.001,9.322|0.011|0.006|0.002|0.002,2.262,9.343,-0.61016803,70329.5194916,-0.30508402,0,0,26.39318094,10685891594206,1780379631000914233,24.398883,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2650,1780379631038146252,4882,1780379630604288591,1780379630246000000,433.857661,watch_250ms_to_stale_limit,false,false,false,BTC,70375,70376,70375.5,10,70375.0|70374.0|70373.0|70372.0|70371.0,70376.0|70377.0|70378.0|70379.0|70380.0,9.39503|0.04473|0.33832|1.24791|1.22794,4.54799|0.94542|3.3108|0.41408|2.95163,45|3|3|7|4,21|3|7|6|6,12.25393,12.16992,0.00343967,70375.50171984,0.01719835,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2651,local_controller_capture_ts_ns,1780379631538146252,true,12.513787,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-49.95,-499.5,-49.92785338,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49495,763318,depthUpdate,1780379631525632465,1780379631462000000,10685891689251,10685891686271,True,False,False,,70323,70323.1,70323.05,1,70323|70322.9|70322.8|70322.4|70322.2,70323.1|70323.2|70323.3|70323.4|70323.5,3.915|0.002|0.001|0.001|0.057,1.525|0.003|0.003|0.002|0.002,3.976,1.535,0.44293232,70323.07214662,0.22146616,0,0,14.53444185,10685891689101,1780379631518832969,6.799496,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2651,1780379631538146252,4884,1780379631246368123,1780379630833000000,291.778129,watch_250ms_to_stale_limit,false,false,false,BTC,70370,70376,70373,60,70370.0|70369.0|70368.0|70367.0|70366.0,70376.0|70377.0|70378.0|70379.0|70380.0,0.00039|0.00017|0.16844|0.00727|0.00317,28.87544|5.4345|15.0234|4.66671|6.62342,2|1|3|2|2,62|13|6|10|8,0.17944,60.62347,-0.99409765,70370.01770705,-29.82292953,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2652,local_controller_capture_ts_ns,1780379632038146252,true,10.471466,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-36.45,-364.5,-36.43688002,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49514,763369,depthUpdate,1780379632027674786,1780379631969000000,10685891726001,10685891724334,True,False,False,,70323,70323.1,70323.05,1,70323|70322.9|70322.8|70322.4|70322.2,70323.1|70323.2|70323.3|70323.4|70323.5,3.005|0.003|0.002|0.001|0.056,1.782|0.003|0.003|0.002|0.002,3.067,1.792,0.26239967,70323.06311998,0.13119984,0,0,0,10685891723032,1780379631974808416,52.866370,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2652,1780379632038146252,4888,1780379631855486055,1780379631385000000,182.660197,warm_50_250ms,false,false,false,BTC,70359,70360,70359.5,10,70359.0|70358.0|70357.0|70356.0|70355.0,70360.0|70361.0|70362.0|70363.0|70364.0,0.00039|0.00157|0.00039|0.00017|0.00022,1.92629|2.82249|2.65963|1.27713|1.62685,2|3|2|1|1,23|26|25|20|20,0.00274,10.31239,-0.99946874,70359.00026563,-4.99734371,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2653,local_controller_capture_ts_ns,1780379632538146252,true,17.239655,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-28.65,-286.5,-28.63182393,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49532,763752,depthUpdate,1780379632520906597,1780379632443000000,10685891786815,10685891784372,True,False,False,,70327.8,70327.9,70327.85,1,70327.8|70327.7|70327.6|70326.6|70326.5,70327.9|70328|70328.1|70328.2|70328.4,6.269|0.075|0.004|0.001|0.125,2.974|0.005|0.003|0.002|0.038,6.474,3.022,0.36352148,70327.86817607,0.18176074,0,9.6,10.73312629,10685891786564,1780379632511745609,9.160988,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2653,1780379632538146252,4890,1780379632317089517,1780379631945000000,221.056735,warm_50_250ms,false,false,false,BTC,70356,70357,70356.5,10,70356.0|70355.0|70353.0|70352.0|70351.0,70357.0|70358.0|70359.0|70360.0|70361.0,0.00017|0.00022|0.00022|0.00015|0.00022,15.85465|9.11784|6.51869|29.87031|7.03207,1|1|1|1|1,108|85|69|84|32,0.00098,68.39356,-0.99997134,70356.00001433,-4.99985671,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2654,local_controller_capture_ts_ns,1780379633038146252,true,0.070679,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-28.65,-286.5,-28.63085159,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49552,763833,depthUpdate,1780379633038075573,1780379632977000000,10685891823205,10685891821637,True,False,False,,70327.8,70327.9,70327.85,1,70327.8|70327.7|70327.6|70326.8|70326.6,70327.9|70328|70328.1|70328.2|70328.3,5.576|0.013|0.004|0.002|0.024,2.494|0.006|0.003|0.002|0.002,5.619,2.507,0.38296825,70327.86914841,0.19148413,0,0,0,10685891817857,1780379632947547508,90.528065,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2654,1780379633038146252,4891,1780379632853898729,1780379632475000000,184.247523,warm_50_250ms,false,false,false,BTC,70356,70357,70356.5,10,70356.0|70355.0|70354.0|70353.0|70352.0,70357.0|70358.0|70359.0|70360.0|70361.0,0.00017|0.00039|0.00017|0.00039|0.00017,29.33682|1.35356|10.37667|4.5888|0.03157,1|2|1|2|1,130|10|16|16|3,0.00129,45.68742,-0.99994353,70356.00002823,-4.99971765,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2655,local_controller_capture_ts_ns,1780379633538146252,true,4.730935,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-28.65,-286.5,-28.62947479,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49570,763862,depthUpdate,1780379633533415317,1780379633461000000,10685891855857,10685891853044,True,False,False,,70327.8,70327.9,70327.85,1,70327.8|70327.7|70327.6|70326.8|70326.6,70327.9|70328|70328.1|70328.2|70328.3,6.013|0.013|0.004|0.002|0.024,2.518|0.006|0.003|0.002|0.002,6.056,2.531,0.41050425,70327.87052521,0.20525213,0,0,0,10685891855470,1780379633525542959,7.872358,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2655,1780379633538146252,4894,1780379633272820353,1780379632976000000,265.325899,watch_250ms_to_stale_limit,false,false,false,BTC,70356,70357,70356.5,10,70356.0|70355.0|70354.0|70353.0|70352.0,70357.0|70358.0|70359.0|70360.0|70361.0,0.20059|0.00032|0.00017|0.00017|0.00017,16.62985|3.489|2.20072|2.27238|3.37046,4|2|1|1|1,65|3|4|10|6,0.20142,27.96241,-0.98569655,70356.00715173,-4.92848274,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2656,local_controller_capture_ts_ns,1780379634038146252,true,1.225514,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-28.65,-286.5,-28.64415696,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49589,763901,depthUpdate,1780379634036920738,1780379633966000000,10685891880659,10685891879200,True,False,False,,70327.8,70327.9,70327.85,1,70327.8|70327.7|70327.6|70326.8|70326.6,70327.9|70328|70328.1|70328.2|70328.3,4.511|0.013|0.004|0.002|0.024,3.588|0.006|0.003|0.002|0.002,4.554,3.601,0.11686082,70327.85584304,0.05843041,0,0,0,10685891874925,1780379633910931120,125.989618,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2656,1780379634038146252,4895,1780379633854270017,1780379633501000000,183.876235,warm_50_250ms,false,false,false,BTC,70356,70357,70356.5,10,70356.0|70355.0|70354.0|70353.0|70352.0,70357.0|70358.0|70359.0|70360.0|70361.0,0.20076|0.00032|0.00017|0.00017|0.00017,16.89107|2.48528|3.93202|3.42458|3.37046,5|2|1|1|1,67|5|6|12|6,0.20159,30.10341,-0.98669592,70356.00665204,-4.93347962,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2657,local_controller_capture_ts_ns,1780379634538146252,true,2.755427,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-28.65,-286.5,-28.64730801,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49608,763939,depthUpdate,1780379634535390825,1780379634477000000,10685891907100,10685891905632,True,False,False,,70327.8,70327.9,70327.85,1,70327.8|70327.7|70327.6|70326.8|70326.6,70327.9|70328|70328.1|70328.2|70328.3,4.41|0.013|0.004|0.002|0.024,3.985|0.006|0.003|0.002|0.002,4.453,3.998,0.05383978,70327.85269199,0.02691989,0,0,0,10685891905379,1780379634505393216,29.997609,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2657,1780379634538146252,4896,1780379634425617772,1780379634022000000,112.528480,warm_50_250ms,false,false,false,BTC,70356,70357,70356.5,10,70356.0|70355.0|70354.0|70353.0|70352.0,70357.0|70358.0|70359.0|70360.0|70361.0,0.06278|0.00032|0.00017|0.00017|0.00017,17.71498|2.98528|3.93217|3.42458|3.37046,3|2|1|1|1,72|6|7|12|6,0.06361,31.42747,-0.99596013,70356.00201994,-4.97980063,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2658,local_controller_capture_ts_ns,1780379635038146252,true,25.021141,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-26.15,-261.5,-26.15126988,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49626,763975,depthUpdate,1780379635013125111,1780379634953000000,10685891931449,10685891929920,True,False,False,,70327.8,70327.9,70327.85,1,70327.8|70327.7|70327.6|70326.8|70326.6,70327.9|70328|70328.1|70328.2|70328.3,3.756|0.013|0.004|0.002|0.024,3.984|0.006|0.003|0.002|0.002,3.799,3.997,-0.02539764,70327.84873012,-0.01269882,0,0,0,10685891931283,1780379635006082225,7.042886,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2658,1780379635038146252,4898,1780379634953045285,1780379634544000000,85.100967,warm_50_250ms,false,false,false,BTC,70351,70357,70354,60,70351.0|70350.0|70349.0|70348.0|70347.0,70357.0|70358.0|70359.0|70360.0|70361.0,0.01534|0.08999|0.00339|0.74543|2.92265,20.09944|2.98528|3.92736|3.42924|3.93919,1|5|3|3|8,75|6|6|12|7,3.7768,34.38051,-0.80204055,70351.59387834,-24.06121658,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2659,local_controller_capture_ts_ns,1780379635538146252,true,14.730424,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-23.65,-236.5,-23.62543801,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,49645,764070,depthUpdate,1780379635523415828,1780379635466000000,10685891972729,10685891970385,True,False,False,,70327.8,70327.9,70327.85,1,70327.8|70327.7|70327.6|70326.9|70326.8,70327.9|70328|70328.1|70328.2|70328.3,4.383|0.013|0.004|0.021|0.005,1.495|0.006|0.005|0.002|0.002,4.426,1.51,0.49123989,70327.87456199,0.24561995,0,0,0,10685891972529,1780379635520317966,3.097862,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2659,1780379635538146252,4899,1780379635425104117,1780379635109000000,113.042135,warm_50_250ms,false,false,false,BTC,70351,70352,70351.5,10,70351.0|70350.0|70349.0|70348.0|70347.0,70352.0|70353.0|70354.0|70355.0|70356.0,3.68448|0.09014|0.11465|0.74543|2.20994,8.01935|1.84593|1.31853|1.87457|0.70389,17|6|4|3|5,38|2|8|7|6,6.84464,13.76227,-0.33569468,70351.33215266,-1.67847339,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
