event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,exchange_time_delta_from_previous_ms,local_receive_delta_from_previous_ms,exchange_time_regressed_from_previous,previous_l2_event_sequence,previous_l2_exchange_time_ms,latest_l2_age_ms_by_exchange_time,previous_trade_event_sequence,previous_trade_exchange_time_ms,latest_trade_age_ms_by_exchange_time,next_l2_event_sequence,next_l2_exchange_time_ms,next_l2_delta_ms_by_exchange_time,next_trade_event_sequence,next_trade_exchange_time_ms,next_trade_delta_ms_by_exchange_time,local_receive_ordering_status,exchange_time_ordering_status,bbo_history_count_proxy_from_candidate_events,bbo_history_span_ms_proxy,freshness_source,fresh_touch_evidence_status,top_reset_status,skip_reason
401,trades,1782283525295,1782283525586202026,218,200.553994,False,398,1782283524083,1212,400,1782283525077,218,409,1782283529447,4152,402,1782283525533,238,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,419063,real_bbo_history_touch_stability,pass,reset_supported,
402,trades,1782283525533,1782283525815609114,238,229.407088,False,398,1782283524083,1450,401,1782283525295,238,409,1782283529447,3914,403,1782283526066,533,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,419301,real_bbo_history_touch_stability,pass,reset_supported,
403,trades,1782283526066,1782283526422978135,533,607.369021,False,398,1782283524083,1983,402,1782283525533,533,409,1782283529447,3381,404,1782283526335,269,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,419834,real_bbo_history_touch_stability,pass,reset_supported,
404,trades,1782283526335,1782283526987571637,269,564.593502,False,398,1782283524083,2252,403,1782283526066,269,409,1782283529447,3112,405,1782283528133,1798,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,420103,real_bbo_history_touch_stability,pass,reset_supported,
405,trades,1782283528133,1782283528330230924,1798,1342.659287,False,398,1782283524083,4050,404,1782283526335,1798,409,1782283529447,1314,406,1782283528801,668,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,421901,real_bbo_history_touch_stability,pass,reset_supported,
406,trades,1782283528801,1782283529006605792,668,676.374868,False,398,1782283524083,4718,405,1782283528133,668,409,1782283529447,646,407,1782283529004,203,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,422569,real_bbo_history_touch_stability,pass,reset_supported,
407,trades,1782283529004,1782283529286438652,203,279.83286,False,398,1782283524083,4921,406,1782283528801,203,409,1782283529447,443,408,1782283529136,132,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,422772,real_bbo_history_touch_stability,pass,reset_supported,
408,trades,1782283529136,1782283529337129948,132,50.691296,False,398,1782283524083,5053,407,1782283529004,132,409,1782283529447,311,410,1782283529959,823,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,79,422904,real_bbo_history_stale,block,reset_supported,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
409,l2Book,1782283529447,1782283529776901578,311,439.77163,False,398,1782283524083,5364,408,1782283529136,311,423,1782283534784,5337,410,1782283529959,512,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,423215,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput
410,trades,1782283529959,1782283530280396661,512,503.495083,False,409,1782283529447,512,408,1782283529136,823,423,1782283534784,4825,411,1782283530127,168,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,423727,real_bbo_history_touch_stability,pass,missing,
411,trades,1782283530127,1782283530381411130,168,101.014469,False,409,1782283529447,680,410,1782283529959,168,423,1782283534784,4657,412,1782283530925,798,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,423895,real_bbo_history_touch_stability,pass,missing,
412,trades,1782283530925,1782283531114422331,798,733.011201,False,409,1782283529447,1478,411,1782283530127,798,423,1782283534784,3859,413,1782283531398,473,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,424693,real_bbo_history_touch_stability,pass,missing,
413,trades,1782283531398,1782283531721420378,473,606.998047,False,409,1782283529447,1951,412,1782283530925,473,423,1782283534784,3386,414,1782283531567,169,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,425166,real_bbo_history_touch_stability,pass,missing,
414,trades,1782283531567,1782283531888740432,169,167.320054,False,409,1782283529447,2120,413,1782283531398,169,423,1782283534784,3217,415,1782283531664,97,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,425335,real_bbo_history_touch_stability,pass,missing,
415,trades,1782283531664,1782283531916918062,97,28.17763,False,409,1782283529447,2217,414,1782283531567,97,423,1782283534784,3120,416,1782283532481,817,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,425432,real_bbo_history_touch_stability,pass,missing,
416,trades,1782283532481,1782283532699215328,817,782.297266,False,409,1782283529447,3034,415,1782283531664,817,423,1782283534784,2303,417,1782283532548,67,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,426249,real_bbo_history_touch_stability,pass,missing,
417,trades,1782283532548,1782283532739976481,67,40.761153,False,409,1782283529447,3101,416,1782283532481,67,423,1782283534784,2236,418,1782283532950,402,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,426316,real_bbo_history_touch_stability,pass,missing,
418,trades,1782283532950,1782283533139062630,402,399.086149,False,409,1782283529447,3503,417,1782283532548,402,423,1782283534784,1834,419,1782283533373,423,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,426718,real_bbo_history_touch_stability,pass,missing,
419,trades,1782283533373,1782283533568996650,423,429.93402,False,409,1782283529447,3926,418,1782283532950,423,423,1782283534784,1411,420,1782283534176,803,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,427141,real_bbo_history_touch_stability,pass,missing,
420,trades,1782283534176,1782283534355107370,803,786.11072,False,409,1782283529447,4729,419,1782283533373,803,423,1782283534784,608,421,1782283534381,205,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,427944,real_bbo_history_touch_stability,pass,missing,
421,trades,1782283534381,1782283534592570829,205,237.463459,False,409,1782283529447,4934,420,1782283534176,205,423,1782283534784,403,422,1782283534450,69,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,428149,real_bbo_history_touch_stability,pass,missing,
422,trades,1782283534450,1782283534634601594,69,42.030765,False,409,1782283529447,5003,421,1782283534381,69,423,1782283534784,334,424,1782283536075,1625,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,80,428218,real_bbo_history_stale,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
423,l2Book,1782283534784,1782283535075648112,334,441.046518,False,409,1782283529447,5337,422,1782283534450,334,429,1782283540107,5323,424,1782283536075,1291,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,81,428552,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
424,trades,1782283536075,1782283536340685889,1291,1265.037777,False,423,1782283534784,1291,422,1782283534450,1625,429,1782283540107,4032,425,1782283538011,1936,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,81,429843,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support
425,trades,1782283538011,1782283538336036964,1936,1995.351075,False,423,1782283534784,3227,424,1782283536075,1936,429,1782283540107,2096,426,1782283538358,347,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,81,431779,real_bbo_history_touch_stability,pass,not_reset,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput
426,trades,1782283538358,1782283538576265006,347,240.228042,False,423,1782283534784,3574,425,1782283538011,347,429,1782283540107,1749,427,1782283538514,156,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,81,432126,real_bbo_history_touch_stability,pass,not_reset,outside_quality_a_b_queue_bands
427,trades,1782283538514,1782283538816685164,156,240.420158,False,423,1782283534784,3730,426,1782283538358,156,429,1782283540107,1593,428,1782283539512,998,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,81,432282,real_bbo_history_touch_stability,pass,not_reset,outside_quality_a_b_queue_bands
428,trades,1782283539512,1782283539703999370,998,887.314206,False,423,1782283534784,4728,427,1782283538514,998,429,1782283540107,595,430,1782283540812,1300,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,81,433280,real_bbo_history_touch_stability,pass,not_reset,outside_quality_a_b_queue_bands
429,l2Book,1782283540107,1782283540420356316,595,716.356946,False,423,1782283534784,5323,428,1782283539512,595,439,1782283545467,5360,430,1782283540812,705,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,433875,real_bbo_history_insufficient,block,missing,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence
430,trades,1782283540812,1782283541007608370,705,587.252054,False,429,1782283540107,705,428,1782283539512,1300,439,1782283545467,4655,431,1782283541278,466,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,434580,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
431,trades,1782283541278,1782283541740940106,466,733.331736,False,429,1782283540107,1171,430,1782283540812,466,439,1782283545467,4189,432,1782283541489,211,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,435046,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
432,trades,1782283541489,1782283541868701592,211,127.761486,False,429,1782283540107,1382,431,1782283541278,211,439,1782283545467,3978,433,1782283542039,550,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,435257,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
433,trades,1782283542039,1782283542335982804,550,467.281212,False,429,1782283540107,1932,432,1782283541489,550,439,1782283545467,3428,434,1782283543322,1283,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,435807,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
434,trades,1782283543322,1782283543607509596,1283,1271.526792,False,429,1782283540107,3215,433,1782283542039,1283,439,1782283545467,2145,435,1782283544053,731,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,437090,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
435,trades,1782283544053,1782283544283331949,731,675.822353,False,429,1782283540107,3946,434,1782283543322,731,439,1782283545467,1414,436,1782283544193,140,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,437821,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
436,trades,1782283544193,1782283544370435766,140,87.103817,False,429,1782283540107,4086,435,1782283544053,140,439,1782283545467,1274,437,1782283544392,199,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,437961,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
437,trades,1782283544392,1782283544647180580,199,276.744814,False,429,1782283540107,4285,436,1782283544193,199,439,1782283545467,1075,438,1782283544593,201,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,438160,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
438,trades,1782283544593,1782283544785026267,201,137.845687,False,429,1782283540107,4486,437,1782283544392,201,439,1782283545467,874,440,1782283545803,1210,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,82,438361,real_bbo_history_touch_stability,pass,missing,missing_same_side_strict_through_support
439,l2Book,1782283545467,1782283545751901353,874,966.875086,False,429,1782283540107,5360,438,1782283544593,874,446,1782283550941,5474,440,1782283545803,336,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,83,439235,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
440,trades,1782283545803,1782283545979414645,336,227.513292,False,439,1782283545467,336,438,1782283544593,1210,446,1782283550941,5138,441,1782283546911,1108,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,83,439571,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
441,trades,1782283546911,1782283547105664012,1108,1126.249367,False,439,1782283545467,1444,440,1782283545803,1108,446,1782283550941,4030,442,1782283546976,65,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,83,440679,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
442,trades,1782283546976,1782283547162467817,65,56.803805,False,439,1782283545467,1509,441,1782283546911,65,446,1782283550941,3965,443,1782283548000,1024,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,83,440744,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
443,trades,1782283548000,1782283548252875998,1024,1090.408181,False,439,1782283545467,2533,442,1782283546976,1024,446,1782283550941,2941,444,1782283548627,627,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,83,441768,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
444,trades,1782283548627,1782283548848606142,627,595.730144,False,439,1782283545467,3160,443,1782283548000,627,446,1782283550941,2314,445,1782283549385,758,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,83,442395,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
445,trades,1782283549385,1782283549607328005,758,758.721863,False,439,1782283545467,3918,444,1782283548627,758,446,1782283550941,1556,447,1782283551077,1692,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,83,443153,real_bbo_history_touch_stability,pass,reset_supported,missing_same_side_strict_through_support
