inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,rows_before,rows_after,rows_delta,fills_before,fills_after,fills_delta,sample_count_before,sample_count_after,sample_count_delta,fill_sample_count_before,fill_sample_count_after,fill_sample_count_delta,fill_rate_before,fill_rate_after,fill_rate_delta,clean_only_fill_mass_before,clean_only_fill_mass_after,clean_only_fill_mass_delta,side_adjusted_markout_5000ms_mean_before,side_adjusted_markout_5000ms_mean_after,spread_capture_ticks_mean_before,spread_capture_ticks_mean_after,fee_adjusted_spread_capture_ticks_mean_before,fee_adjusted_spread_capture_ticks_mean_after,fill_after_cancel_rate_before,fill_after_cancel_rate_after,inventory_increasing_fill_rate_before,inventory_increasing_fill_rate_after,inventory_reducing_fill_rate_before,inventory_reducing_fill_rate_after,post_only_risk_rows_before,post_only_risk_rows_after,reject_throttle_churn_rows_before,reject_throttle_churn_rows_after,verdict_before,verdict_after,flow_class,flow_note
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,31,48,17,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,51,68,17,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,51,68,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,41,58,17,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,41,58,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,51,68,17,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,51,68,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,41,58,17,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,41,58,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,39,56,17,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,34,51,17,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,47,62,15,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,47,62,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,37,52,15,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,37,52,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,47,62,15,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,47,62,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,37,52,15,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,37,52,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,40,54,14,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,40,54,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,36,50,14,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,36,50,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,40,54,14,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,40,54,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,36,50,14,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,36,50,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,99,113,14,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,99,113,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,75,89,14,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,75,89,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,45,58,13,9,9,0,7,8,1,5,5,0,0.2,0.155172,-0.044828,,,0,-88.833333,-88.833333,0.5,0.5,0.5,0.5,0.555556,0.555556,0.666667,0.666667,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,36,49,13,6,6,0,6,7,1,4,4,0,0.166667,0.122449,-0.044218,6,6,0,-87.3,-87.3,0.5,0.5,0.5,0.5,0.666667,0.666667,0.833333,0.833333,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,36,49,13,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,30,43,13,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,56,68,12,1,1,0,7,8,1,1,1,0,0.017857,0.014706,-0.003151,,,0,,,33.5,33.5,33.5,33.5,1,1,0,0,0,0,0,0,56,68,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,46,58,12,1,1,0,6,7,1,1,1,0,0.021739,0.017241,-0.004498,1,1,0,,,33.5,33.5,33.5,33.5,1,1,0,0,0,0,0,0,46,58,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,55,67,12,0,0,0,7,8,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,55,67,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,45,57,12,0,0,0,6,7,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,45,57,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,25,37,12,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,23,35,12,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,34,46,12,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,34,46,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,31,43,12,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,31,43,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,34,46,12,0,0,0,6,7,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,34,46,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,31,43,12,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,31,43,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,59,71,12,1,1,0,8,9,1,1,1,0,0.016949,0.014085,-0.002865,,,0,,,23.5,23.5,23.5,23.5,0,0,0,0,0,0,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,50,62,12,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,58,70,12,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,50,62,12,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,83,94,11,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,83,94,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,65,76,11,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,65,76,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,126,137,11,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,126,137,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,98,109,11,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,98,109,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,91,102,11,10,10,0,8,9,1,6,6,0,0.10989,0.098039,-0.011851,,,0,-111.833333,-111.833333,0.5,0.5,0.5,0.5,0.4,0.4,0.7,0.7,0,0,0,0,91,102,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,75,86,11,6,6,0,7,8,1,5,5,0,0.08,0.069767,-0.010233,6,6,0,-137.666667,-137.666667,0.5,0.5,0.5,0.5,0.333333,0.333333,0.833333,0.833333,0,0,0,0,75,86,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,81,92,11,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,81,92,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,69,80,11,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,69,80,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,58,68,10,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,58,68,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,52,62,10,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,52,62,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,accepted_set,58,68,10,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,58,68,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,no_fill,fill_after_cancel_sensitivity,clean_only,52,62,10,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,52,62,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,10,20,10,0,0,0,3,4,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,18,10,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,accepted_set,10,20,10,0,0,0,3,4,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,no_fill,fill_after_cancel_sensitivity,clean_only,8,18,10,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,needs_more_clean_fills,needs_more_clean_fills,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,accepted_set,57,67,10,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,57,67,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,47,57,10,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,47,57,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,57,67,10,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,57,67,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,47,57,10,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,47,57,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,accepted_set,110,120,10,0,0,0,8,9,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,0,0,110,120,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
flat,flat_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,no_fill,fill_after_cancel_sensitivity,clean_only,100,110,10,0,0,0,7,8,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,100,110,reject_quality_negative,reject_quality_negative,row_only_growth,rows expanded without meaningful fill growth
